Dates,NORMAL,ACTUAL,district
01-Mar-2019,0.8,0.29,Anugul
02-Mar-2019,1.8,0.0,Anugul
03-Mar-2019,1.6,0.0,Anugul
04-Mar-2019,0.7,0.07,Anugul
05-Mar-2019,0.5,0.13,Anugul
06-Mar-2019,0.9,0.82,Anugul
07-Mar-2019,0.7,0.0,Anugul
08-Mar-2019,0.2,0.0,Anugul
09-Mar-2019,0.8,0.0,Anugul
10-Mar-2019,0.8,0.0,Anugul
11-Mar-2019,2.0,0.0,Anugul
12-Mar-2019,1.7,0.0,Anugul
13-Mar-2019,0.2,0.06,Anugul
14-Mar-2019,0.3,0.0,Anugul
15-Mar-2019,0.6,3.16,Anugul
16-Mar-2019,0.3,9.6,Anugul
17-Mar-2019,0.4,0.0,Anugul
18-Mar-2019,0.8,16.18,Anugul
19-Mar-2019,0.4,0.35,Anugul
20-Mar-2019,0.8,0.0,Anugul
21-Mar-2019,1.1,4.01,Anugul
22-Mar-2019,1.0,0.0,Anugul
23-Mar-2019,0.8,0.43,Anugul
24-Mar-2019,0.5,0.0,Anugul
25-Mar-2019,0.4,0.0,Anugul
26-Mar-2019,0.1,0.0,Anugul
27-Mar-2019,1.0,0.0,Anugul
28-Mar-2019,0.6,0.0,Anugul
29-Mar-2019,0.8,0.0,Anugul
30-Mar-2019,1.1,0.0,Anugul
31-Mar-2019,0.7,0.0,Anugul
01-Apr-2019,0.1,2.44,Anugul
02-Apr-2019,0.5,0.58,Anugul
03-Apr-2019,0.3,1.54,Anugul
04-Apr-2019,1.0,0.0,Anugul
05-Apr-2019,0.3,0.0,Anugul
06-Apr-2019,0.8,0.0,Anugul
07-Apr-2019,0.8,0.34,Anugul
08-Apr-2019,0.9,0.0,Anugul
09-Apr-2019,0.8,4.36,Anugul
10-Apr-2019,1.5,1.24,Anugul
11-Apr-2019,0.6,0.0,Anugul
12-Apr-2019,0.3,0.38,Anugul
13-Apr-2019,0.3,0.89,Anugul
14-Apr-2019,0.5,0.3,Anugul
15-Apr-2019,1.5,0.0,Anugul
16-Apr-2019,2.6,0.0,Anugul
17-Apr-2019,0.9,0.0,Anugul
18-Apr-2019,1.6,0.0,Anugul
19-Apr-2019,1.4,6.96,Anugul
20-Apr-2019,1.1,6.07,Anugul
21-Apr-2019,1.6,0.0,Anugul
22-Apr-2019,0.6,7.77,Anugul
23-Apr-2019,0.5,3.01,Anugul
24-Apr-2019,1.3,3.08,Anugul
25-Apr-2019,1.5,0.0,Anugul
26-Apr-2019,1.3,0.0,Anugul
27-Apr-2019,1.1,0.0,Anugul
28-Apr-2019,0.8,0.0,Anugul
29-Apr-2019,1.5,0.0,Anugul
30-Apr-2019,1.7,0.0,Anugul
01-May-2019,1.2,0.0,Anugul
02-May-2019,0.3,0.0,Anugul
03-May-2019,1.0,24.86,Anugul
04-May-2019,1.1,68.37,Anugul
05-May-2019,1.2,0.01,Anugul
06-May-2019,1.7,3.13,Anugul
07-May-2019,0.9,0.08,Anugul
08-May-2019,1.9,0.0,Anugul
09-May-2019,1.2,0.0,Anugul
10-May-2019,1.6,0.0,Anugul
11-May-2019,0.9,0.0,Anugul
12-May-2019,1.5,0.17,Anugul
13-May-2019,2.2,0.27,Anugul
14-May-2019,1.1,0.0,Anugul
15-May-2019,2.1,0.0,Anugul
16-May-2019,1.0,4.86,Anugul
17-May-2019,0.7,1.29,Anugul
18-May-2019,2.4,0.0,Anugul
19-May-2019,0.5,0.03,Anugul
20-May-2019,1.3,1.07,Anugul
21-May-2019,1.4,2.36,Anugul
22-May-2019,0.6,0.07,Anugul
23-May-2019,1.2,0.0,Anugul
24-May-2019,1.0,0.33,Anugul
25-May-2019,0.8,0.02,Anugul
26-May-2019,1.6,0.09,Anugul
27-May-2019,1.0,0.0,Anugul
28-May-2019,0.7,0.03,Anugul
29-May-2019,1.7,8.64,Anugul
30-May-2019,1.8,0.25,Anugul
31-May-2019,3.1,4.35,Anugul
01-Jun-2019,4.8,9.48,Anugul
02-Jun-2019,4.0,0.0,Anugul
03-Jun-2019,4.3,6.96,Anugul
04-Jun-2019,5.1,0.05,Anugul
05-Jun-2019,3.4,0.72,Anugul
06-Jun-2019,3.2,7.9,Anugul
07-Jun-2019,2.4,0.7,Anugul
08-Jun-2019,5.7,0.89,Anugul
09-Jun-2019,5.1,1.92,Anugul
10-Jun-2019,7.7,0.6,Anugul
11-Jun-2019,2.4,2.51,Anugul
12-Jun-2019,3.6,0.0,Anugul
13-Jun-2019,6.7,24.95,Anugul
14-Jun-2019,8.8,6.34,Anugul
15-Jun-2019,8.7,0.22,Anugul
16-Jun-2019,6.1,20.14,Anugul
17-Jun-2019,6.7,0.52,Anugul
18-Jun-2019,8.7,0.68,Anugul
19-Jun-2019,7.0,4.29,Anugul
20-Jun-2019,5.6,0.73,Anugul
21-Jun-2019,10.7,28.57,Anugul
22-Jun-2019,9.5,8.85,Anugul
23-Jun-2019,7.0,4.05,Anugul
24-Jun-2019,10.8,1.29,Anugul
25-Jun-2019,6.3,0.04,Anugul
26-Jun-2019,9.7,0.0,Anugul
27-Jun-2019,10.4,0.0,Anugul
28-Jun-2019,9.8,9.85,Anugul
29-Jun-2019,7.9,0.21,Anugul
30-Jun-2019,6.4,14.19,Anugul
01-Jul-2019,9.8,11.59,Anugul
02-Jul-2019,9.6,38.78,Anugul
03-Jul-2019,11.4,5.34,Anugul
04-Jul-2019,8.0,10.74,Anugul
05-Jul-2019,11.3,5.07,Anugul
06-Jul-2019,11.0,26.7,Anugul
07-Jul-2019,11.5,6.37,Anugul
08-Jul-2019,12.1,2.34,Anugul
09-Jul-2019,9.7,1.08,Anugul
10-Jul-2019,13.5,3.69,Anugul
11-Jul-2019,15.0,1.56,Anugul
12-Jul-2019,12.9,1.56,Anugul
13-Jul-2019,10.5,5.15,Anugul
14-Jul-2019,10.7,0.19,Anugul
15-Jul-2019,8.4,0.53,Anugul
16-Jul-2019,6.9,1.66,Anugul
17-Jul-2019,7.0,1.8,Anugul
18-Jul-2019,16.2,12.33,Anugul
19-Jul-2019,10.6,3.24,Anugul
20-Jul-2019,14.0,4.34,Anugul
21-Jul-2019,12.0,3.11,Anugul
22-Jul-2019,13.4,0.39,Anugul
23-Jul-2019,8.4,2.01,Anugul
24-Jul-2019,9.7,2.07,Anugul
25-Jul-2019,9.9,7.91,Anugul
26-Jul-2019,12.4,29.29,Anugul
27-Jul-2019,12.0,16.54,Anugul
28-Jul-2019,9.0,11.44,Anugul
29-Jul-2019,8.7,26.15,Anugul
30-Jul-2019,8.5,8.31,Anugul
31-Jul-2019,8.8,2.42,Anugul
01-Aug-2019,16.2,1.47,Anugul
02-Aug-2019,15.1,0.53,Anugul
03-Aug-2019,16.8,4.14,Anugul
04-Aug-2019,14.1,2.35,Anugul
05-Aug-2019,13.3,0.46,Anugul
06-Aug-2019,14.4,10.18,Anugul
07-Aug-2019,18.1,35.32,Anugul
08-Aug-2019,13.5,36.08,Anugul
09-Aug-2019,11.5,10.3,Anugul
10-Aug-2019,5.9,5.49,Anugul
11-Aug-2019,7.0,0.87,Anugul
12-Aug-2019,11.5,6.87,Anugul
13-Aug-2019,11.8,66.07,Anugul
14-Aug-2019,9.8,28.87,Anugul
15-Aug-2019,11.0,1.82,Anugul
16-Aug-2019,15.3,2.95,Anugul
17-Aug-2019,14.1,2.58,Anugul
18-Aug-2019,12.5,35.09,Anugul
19-Aug-2019,15.9,7.66,Anugul
20-Aug-2019,13.6,6.4,Anugul
21-Aug-2019,9.3,3.51,Anugul
22-Aug-2019,9.1,5.11,Anugul
23-Aug-2019,7.3,2.73,Anugul
24-Aug-2019,8.4,24.56,Anugul
25-Aug-2019,5.2,18.45,Anugul
26-Aug-2019,7.0,17.86,Anugul
27-Aug-2019,17.2,6.97,Anugul
28-Aug-2019,19.5,0.83,Anugul
29-Aug-2019,12.8,2.28,Anugul
30-Aug-2019,12.1,9.05,Anugul
31-Aug-2019,6.8,3.1,Anugul
01-Sep-2019,5.0,2.3,Anugul
02-Sep-2019,10.0,2.67,Anugul
03-Sep-2019,11.6,7.12,Anugul
04-Sep-2019,13.1,17.05,Anugul
05-Sep-2019,6.0,6.82,Anugul
06-Sep-2019,9.6,20.53,Anugul
07-Sep-2019,9.0,56.39,Anugul
08-Sep-2019,10.9,23.02,Anugul
09-Sep-2019,10.2,11.62,Anugul
10-Sep-2019,11.4,3.98,Anugul
11-Sep-2019,10.1,10.42,Anugul
12-Sep-2019,9.7,26.03,Anugul
13-Sep-2019,9.9,4.93,Anugul
14-Sep-2019,10.4,3.07,Anugul
15-Sep-2019,6.8,1.26,Anugul
16-Sep-2019,7.2,8.13,Anugul
17-Sep-2019,4.1,1.75,Anugul
18-Sep-2019,3.1,0.86,Anugul
19-Sep-2019,5.7,5.47,Anugul
20-Sep-2019,4.8,3.29,Anugul
21-Sep-2019,6.5,1.02,Anugul
22-Sep-2019,5.6,0.47,Anugul
23-Sep-2019,7.0,3.33,Anugul
24-Sep-2019,6.7,7.02,Anugul
25-Sep-2019,7.1,31.05,Anugul
26-Sep-2019,6.6,10.62,Anugul
27-Sep-2019,5.5,0.45,Anugul
28-Sep-2019,4.9,17.88,Anugul
29-Sep-2019,4.5,22.34,Anugul
30-Sep-2019,4.4,11.27,Anugul
01-Oct-2019,4.7,0.83,Anugul
02-Oct-2019,4.8,0.47,Anugul
03-Oct-2019,4.4,5.14,Anugul
04-Oct-2019,4.7,0.09,Anugul
05-Oct-2019,3.6,4.76,Anugul
06-Oct-2019,2.7,1.06,Anugul
07-Oct-2019,3.4,13.85,Anugul
08-Oct-2019,4.8,13.59,Anugul
09-Oct-2019,2.8,5.54,Anugul
10-Oct-2019,3.6,4.07,Anugul
11-Oct-2019,3.2,3.54,Anugul
12-Oct-2019,3.0,2.54,Anugul
13-Oct-2019,1.9,2.13,Anugul
14-Oct-2019,2.3,1.92,Anugul
15-Oct-2019,6.3,0.0,Anugul
16-Oct-2019,5.2,0.0,Anugul
17-Oct-2019,2.9,0.62,Anugul
18-Oct-2019,3.0,3.64,Anugul
19-Oct-2019,3.0,0.06,Anugul
20-Oct-2019,4.5,0.26,Anugul
21-Oct-2019,2.5,0.0,Anugul
22-Oct-2019,1.1,4.24,Anugul
23-Oct-2019,2.6,1.65,Anugul
24-Oct-2019,3.1,36.18,Anugul
25-Oct-2019,2.2,52.22,Anugul
26-Oct-2019,1.6,5.24,Anugul
27-Oct-2019,0.8,0.52,Anugul
28-Oct-2019,1.4,0.16,Anugul
29-Oct-2019,1.9,0.02,Anugul
30-Oct-2019,1.5,0.0,Anugul
31-Oct-2019,1.3,0.0,Anugul
01-Nov-2019,0.4,0.24,Anugul
02-Nov-2019,1.2,0.0,Anugul
03-Nov-2019,1.4,0.0,Anugul
04-Nov-2019,1.5,0.0,Anugul
05-Nov-2019,0.4,4.76,Anugul
06-Nov-2019,0.7,0.0,Anugul
07-Nov-2019,0.8,0.0,Anugul
08-Nov-2019,0.4,0.0,Anugul
09-Nov-2019,0.7,2.24,Anugul
10-Nov-2019,0.4,0.85,Anugul
11-Nov-2019,0.3,0.0,Anugul
12-Nov-2019,0.6,0.0,Anugul
13-Nov-2019,0.2,0.0,Anugul
14-Nov-2019,0.2,0.0,Anugul
15-Nov-2019,0.1,0.0,Anugul
16-Nov-2019,1.0,0.0,Anugul
17-Nov-2019,0.5,0.0,Anugul
18-Nov-2019,0.8,0.0,Anugul
19-Nov-2019,1.5,0.0,Anugul
20-Nov-2019,0.2,0.0,Anugul
21-Nov-2019,0.4,0.0,Anugul
22-Nov-2019,0.3,0.0,Anugul
23-Nov-2019,0.1,0.0,Anugul
24-Nov-2019,0.0,0.0,Anugul
25-Nov-2019,0.0,0.0,Anugul
26-Nov-2019,0.3,0.0,Anugul
27-Nov-2019,0.1,0.0,Anugul
28-Nov-2019,0.3,0.0,Anugul
29-Nov-2019,0.2,0.0,Anugul
30-Nov-2019,0.1,0.0,Anugul
01-Dec-2019,0.3,0.0,Anugul
02-Dec-2019,0.1,0.0,Anugul
03-Dec-2019,0.0,0.0,Anugul
04-Dec-2019,0.0,0.0,Anugul
05-Dec-2019,0.0,0.0,Anugul
06-Dec-2019,0.0,0.0,Anugul
07-Dec-2019,0.0,0.0,Anugul
08-Dec-2019,0.0,0.0,Anugul
09-Dec-2019,0.2,0.0,Anugul
10-Dec-2019,0.0,0.0,Anugul
11-Dec-2019,0.0,0.0,Anugul
12-Dec-2019,0.0,0.0,Anugul
13-Dec-2019,0.0,0.0,Anugul
14-Dec-2019,0.1,0.2,Anugul
15-Dec-2019,0.5,0.0,Anugul
16-Dec-2019,0.1,0.0,Anugul
17-Dec-2019,0.0,0.0,Anugul
18-Dec-2019,0.0,0.0,Anugul
19-Dec-2019,0.1,0.0,Anugul
20-Dec-2019,0.0,0.0,Anugul
21-Dec-2019,0.2,0.0,Anugul
22-Dec-2019,0.0,0.0,Anugul
23-Dec-2019,0.1,0.0,Anugul
24-Dec-2019,0.0,0.0,Anugul
25-Dec-2019,0.5,0.0,Anugul
26-Dec-2019,0.0,0.0,Anugul
27-Dec-2019,0.0,1.53,Anugul
28-Dec-2019,0.0,0.0,Anugul
29-Dec-2019,0.3,0.0,Anugul
30-Dec-2019,0.2,0.0,Anugul
31-Dec-2019,0.0,0.0,Anugul
01-Jan-2020,0.0,0.0,Anugul
02-Jan-2020,0.5,0.0,Anugul
03-Jan-2020,0.1,3.27,Anugul
04-Jan-2020,0.2,13.45,Anugul
05-Jan-2020,0.5,0.02,Anugul
06-Jan-2020,0.4,0.0,Anugul
07-Jan-2020,0.6,0.0,Anugul
08-Jan-2020,0.1,0.0,Anugul
09-Jan-2020,0.0,0.0,Anugul
10-Jan-2020,0.1,3.39,Anugul
11-Jan-2020,0.2,0.0,Anugul
12-Jan-2020,0.4,0.0,Anugul
13-Jan-2020,0.2,0.0,Anugul
14-Jan-2020,0.3,0.0,Anugul
15-Jan-2020,0.2,0.0,Anugul
16-Jan-2020,1.2,0.0,Anugul
17-Jan-2020,0.1,0.0,Anugul
18-Jan-2020,0.2,0.0,Anugul
19-Jan-2020,0.0,0.0,Anugul
20-Jan-2020,0.1,0.0,Anugul
21-Jan-2020,0.3,0.0,Anugul
22-Jan-2020,0.5,0.0,Anugul
23-Jan-2020,0.3,0.0,Anugul
24-Jan-2020,0.7,0.0,Anugul
25-Jan-2020,0.1,0.0,Anugul
26-Jan-2020,0.6,0.0,Anugul
27-Jan-2020,0.4,0.0,Anugul
28-Jan-2020,0.4,0.0,Anugul
29-Jan-2020,1.5,0.1,Anugul
30-Jan-2020,1.7,1.19,Anugul
31-Jan-2020,1.0,0.05,Anugul
01-Feb-2020,0.5,0.0,Anugul
02-Feb-2020,0.2,0.73,Anugul
03-Feb-2020,1.1,0.09,Anugul
04-Feb-2020,1.7,0.0,Anugul
05-Feb-2020,0.7,6.41,Anugul
06-Feb-2020,0.8,2.05,Anugul
07-Feb-2020,0.8,2.82,Anugul
08-Feb-2020,1.5,9.8,Anugul
09-Feb-2020,2.0,14.24,Anugul
10-Feb-2020,2.4,0.03,Anugul
11-Feb-2020,0.2,0.0,Anugul
12-Feb-2020,1.5,0.0,Anugul
13-Feb-2020,0.4,0.0,Anugul
14-Feb-2020,1.2,0.0,Anugul
15-Feb-2020,1.5,0.0,Anugul
16-Feb-2020,0.4,0.0,Anugul
17-Feb-2020,1.0,0.0,Anugul
18-Feb-2020,0.8,0.0,Anugul
19-Feb-2020,1.2,0.0,Anugul
20-Feb-2020,0.2,0.0,Anugul
21-Feb-2020,0.1,0.0,Anugul
22-Feb-2020,0.0,0.0,Anugul
23-Feb-2020,1.2,0.0,Anugul
24-Feb-2020,1.1,0.66,Anugul
25-Feb-2020,0.5,13.64,Anugul
26-Feb-2020,0.4,18.05,Anugul
27-Feb-2020,0.5,0.0,Anugul
28-Feb-2020,0.7,0.0,Anugul
29-Feb-2020,0.0,0.0,Anugul
01-Mar-2020,0.8,0.0,Anugul
02-Mar-2020,1.8,0.0,Anugul
03-Mar-2020,1.6,0.04,Anugul
04-Mar-2020,0.7,0.71,Anugul
05-Mar-2020,0.5,7.89,Anugul
06-Mar-2020,0.9,12.29,Anugul
07-Mar-2020,0.7,19.14,Anugul
08-Mar-2020,0.2,9.12,Anugul
09-Mar-2020,0.8,0.44,Anugul
10-Mar-2020,0.8,0.0,Anugul
11-Mar-2020,2.0,0.0,Anugul
12-Mar-2020,1.7,0.25,Anugul
13-Mar-2020,0.2,0.61,Anugul
14-Mar-2020,0.3,0.0,Anugul
15-Mar-2020,0.6,0.02,Anugul
16-Mar-2020,0.3,0.04,Anugul
17-Mar-2020,0.4,0.0,Anugul
18-Mar-2020,0.8,0.0,Anugul
19-Mar-2020,0.4,0.0,Anugul
20-Mar-2020,0.8,9.83,Anugul
21-Mar-2020,1.1,0.0,Anugul
22-Mar-2020,1.0,2.97,Anugul
23-Mar-2020,0.8,0.18,Anugul
24-Mar-2020,0.5,2.3,Anugul
25-Mar-2020,0.4,0.0,Anugul
26-Mar-2020,0.1,0.0,Anugul
27-Mar-2020,1.0,0.0,Anugul
28-Mar-2020,0.6,0.0,Anugul
29-Mar-2020,0.8,0.0,Anugul
30-Mar-2020,1.1,0.1,Anugul
31-Mar-2020,0.7,0.0,Anugul
01-Apr-2020,0.1,0.0,Anugul
02-Apr-2020,0.5,0.0,Anugul
03-Apr-2020,0.3,0.0,Anugul
04-Apr-2020,1.0,1.86,Anugul
05-Apr-2020,0.3,1.67,Anugul
06-Apr-2020,0.8,0.0,Anugul
07-Apr-2020,0.8,0.0,Anugul
08-Apr-2020,0.9,1.09,Anugul
09-Apr-2020,0.8,4.79,Anugul
10-Apr-2020,1.5,0.0,Anugul
11-Apr-2020,0.6,0.19,Anugul
12-Apr-2020,0.3,0.0,Anugul
13-Apr-2020,0.3,0.0,Anugul
14-Apr-2020,0.5,0.0,Anugul
15-Apr-2020,1.5,0.0,Anugul
16-Apr-2020,2.6,0.01,Anugul
17-Apr-2020,0.9,0.0,Anugul
18-Apr-2020,1.6,0.0,Anugul
19-Apr-2020,1.4,10.25,Anugul
20-Apr-2020,1.1,0.0,Anugul
21-Apr-2020,1.6,0.0,Anugul
22-Apr-2020,0.6,29.48,Anugul
23-Apr-2020,0.5,0.16,Anugul
24-Apr-2020,1.3,2.78,Anugul
25-Apr-2020,1.5,39.32,Anugul
26-Apr-2020,1.3,2.29,Anugul
27-Apr-2020,1.1,6.99,Anugul
28-Apr-2020,0.8,4.53,Anugul
29-Apr-2020,1.5,5.53,Anugul
30-Apr-2020,1.7,3.36,Anugul
01-May-2020,1.2,0.44,Anugul
02-May-2020,0.3,3.67,Anugul
03-May-2020,1.0,0.0,Anugul
04-May-2020,1.1,0.84,Anugul
05-May-2020,1.2,5.22,Anugul
06-May-2020,1.7,8.72,Anugul
07-May-2020,0.9,2.69,Anugul
08-May-2020,1.9,0.0,Anugul
09-May-2020,1.2,12.25,Anugul
13-May-2020,2.2,0.46,Anugul
14-May-2020,1.1,5.57,Anugul
15-May-2020,2.1,0.16,Anugul
16-May-2020,1.0,0.0,Anugul
17-May-2020,0.7,15.93,Anugul
18-May-2020,2.4,0.56,Anugul
19-May-2020,0.5,0.0,Anugul
20-May-2020,1.3,10.64,Anugul
21-May-2020,1.4,11.41,Anugul
22-May-2020,0.6,0.0,Anugul
23-May-2020,1.2,0.0,Anugul
24-May-2020,1.0,0.0,Anugul
25-May-2020,0.8,0.0,Anugul
26-May-2020,1.6,0.0,Anugul
27-May-2020,1.0,0.0,Anugul
28-May-2020,0.7,0.08,Anugul
29-May-2020,1.7,19.93,Anugul
30-May-2020,1.8,8.17,Anugul
31-May-2020,3.1,0.0,Anugul
01-Jun-2020,4.8,0.02,Anugul
02-Jun-2020,4.0,20.4,Anugul
03-Jun-2020,4.3,5.73,Anugul
04-Jun-2020,5.1,10.37,Anugul
05-Jun-2020,3.4,8.4,Anugul
06-Jun-2020,3.2,0.23,Anugul
07-Jun-2020,2.4,1.39,Anugul
08-Jun-2020,5.7,4.74,Anugul
09-Jun-2020,5.1,5.2,Anugul
10-Jun-2020,7.7,5.91,Anugul
11-Jun-2020,2.4,9.12,Anugul
12-Jun-2020,3.6,9.92,Anugul
13-Jun-2020,6.7,5.87,Anugul
14-Jun-2020,8.8,11.78,Anugul
15-Jun-2020,8.7,12.75,Anugul
16-Jun-2020,6.1,19.84,Anugul
17-Jun-2020,6.7,13.0,Anugul
18-Jun-2020,8.7,2.88,Anugul
19-Jun-2020,7.0,5.43,Anugul
20-Jun-2020,5.6,29.55,Anugul
21-Jun-2020,10.7,6.06,Anugul
22-Jun-2020,9.5,11.26,Anugul
23-Jun-2020,7.0,2.52,Anugul
24-Jun-2020,10.8,5.89,Anugul
25-Jun-2020,6.3,0.7,Anugul
26-Jun-2020,9.7,0.02,Anugul
27-Jun-2020,10.4,29.77,Anugul
28-Jun-2020,9.8,15.44,Anugul
29-Jun-2020,7.9,20.51,Anugul
30-Jun-2020,6.4,17.78,Anugul
01-Jul-2020,9.8,1.94,Anugul
02-Jul-2020,9.6,3.27,Anugul
03-Jul-2020,11.4,5.04,Anugul
04-Jul-2020,8.0,0.2,Anugul
05-Jul-2020,11.3,12.59,Anugul
06-Jul-2020,11.0,8.0,Anugul
07-Jul-2020,11.5,7.47,Anugul
08-Jul-2020,12.1,0.4,Anugul
09-Jul-2020,9.7,16.14,Anugul
10-Jul-2020,13.5,3.91,Anugul
11-Jul-2020,15.0,7.74,Anugul
12-Jul-2020,12.9,1.26,Anugul
13-Jul-2020,10.5,4.06,Anugul
29-Jul-2020,8.7,12.71,Anugul
30-Jul-2020,8.5,0.76,Anugul
31-Jul-2020,8.8,1.14,Anugul
01-Aug-2020,16.2,2.47,Anugul
02-Aug-2020,15.1,10.67,Anugul
03-Aug-2020,16.8,22.22,Anugul
04-Aug-2020,14.1,7.6,Anugul
05-Aug-2020,13.3,68.39,Anugul
06-Aug-2020,14.4,15.47,Anugul
07-Aug-2020,18.1,1.55,Anugul
08-Aug-2020,13.5,9.13,Anugul
09-Aug-2020,11.5,17.28,Anugul
10-Aug-2020,5.9,17.66,Anugul
11-Aug-2020,7.0,4.34,Anugul
12-Aug-2020,11.5,0.25,Anugul
13-Aug-2020,11.8,13.7,Anugul
14-Aug-2020,9.8,32.67,Anugul
15-Aug-2020,11.0,69.08,Anugul
16-Aug-2020,15.3,27.4,Anugul
17-Aug-2020,14.1,2.32,Anugul
18-Aug-2020,12.5,8.52,Anugul
19-Aug-2020,15.9,5.26,Anugul
20-Aug-2020,13.6,57.76,Anugul
21-Aug-2020,9.3,12.31,Anugul
22-Aug-2020,9.1,19.39,Anugul
23-Aug-2020,7.3,7.93,Anugul
24-Aug-2020,8.4,5.49,Anugul
25-Aug-2020,5.2,2.2,Anugul
26-Aug-2020,7.0,95.63,Anugul
27-Aug-2020,17.2,92.76,Anugul
28-Aug-2020,19.5,6.56,Anugul
29-Aug-2020,12.8,2.0,Anugul
30-Aug-2020,12.1,3.4,Anugul
31-Aug-2020,6.8,3.44,Anugul
01-Sep-2020,5.0,1.47,Anugul
02-Sep-2020,10.0,15.91,Anugul
03-Sep-2020,11.6,5.2,Anugul
04-Sep-2020,13.1,0.73,Anugul
05-Sep-2020,6.0,0.45,Anugul
06-Sep-2020,9.6,1.91,Anugul
07-Sep-2020,9.0,4.03,Anugul
08-Sep-2020,10.9,6.73,Anugul
09-Sep-2020,10.2,3.95,Anugul
10-Sep-2020,11.4,4.9,Anugul
11-Sep-2020,10.1,0.83,Anugul
12-Sep-2020,9.7,0.6,Anugul
13-Sep-2020,9.9,2.12,Anugul
14-Sep-2020,10.4,2.37,Anugul
15-Sep-2020,6.8,3.65,Anugul
16-Sep-2020,7.2,2.45,Anugul
17-Sep-2020,4.1,1.69,Anugul
18-Sep-2020,3.1,0.11,Anugul
19-Sep-2020,5.7,2.57,Anugul
20-Sep-2020,4.8,0.04,Anugul
21-Sep-2020,6.5,19.63,Anugul
22-Sep-2020,5.6,27.53,Anugul
23-Sep-2020,7.0,0.73,Anugul
24-Sep-2020,6.7,2.17,Anugul
25-Sep-2020,7.1,7.67,Anugul
26-Sep-2020,6.6,0.37,Anugul
27-Sep-2020,5.5,1.9,Anugul
28-Sep-2020,4.9,0.37,Anugul
29-Sep-2020,4.5,0.0,Anugul
30-Sep-2020,4.4,4.99,Anugul
01-Oct-2020,4.7,49.51,Anugul
02-Oct-2020,4.8,8.9,Anugul
03-Oct-2020,4.4,3.64,Anugul
04-Oct-2020,4.7,15.96,Anugul
05-Oct-2020,3.6,4.89,Anugul
06-Oct-2020,2.7,3.84,Anugul
07-Oct-2020,3.4,3.81,Anugul
08-Oct-2020,4.8,1.66,Anugul
09-Oct-2020,2.8,0.04,Anugul
10-Oct-2020,3.6,0.16,Anugul
11-Oct-2020,3.2,10.55,Anugul
12-Oct-2020,3.0,0.41,Anugul
13-Oct-2020,1.9,2.85,Anugul
14-Oct-2020,2.3,10.38,Anugul
15-Oct-2020,6.3,13.68,Anugul
16-Oct-2020,5.2,11.36,Anugul
17-Oct-2020,2.9,1.45,Anugul
18-Oct-2020,3.0,0.23,Anugul
19-Oct-2020,3.0,2.57,Anugul
20-Oct-2020,4.5,2.23,Anugul
21-Oct-2020,2.5,1.59,Anugul
22-Oct-2020,1.1,2.7,Anugul
23-Oct-2020,2.6,2.4,Anugul
24-Oct-2020,3.1,0.48,Anugul
25-Oct-2020,2.2,0.16,Anugul
26-Oct-2020,1.6,0.03,Anugul
27-Oct-2020,0.8,0.0,Anugul
28-Oct-2020,1.4,0.0,Anugul
29-Oct-2020,1.9,0.0,Anugul
30-Oct-2020,1.5,0.0,Anugul
31-Oct-2020,1.3,0.0,Anugul
01-Nov-2020,0.4,0.0,Anugul
02-Nov-2020,1.2,0.0,Anugul
03-Nov-2020,1.4,0.0,Anugul
04-Nov-2020,1.5,0.0,Anugul
05-Nov-2020,0.4,0.0,Anugul
06-Nov-2020,0.7,0.0,Anugul
07-Nov-2020,0.8,0.0,Anugul
08-Nov-2020,0.4,0.0,Anugul
09-Nov-2020,0.7,0.0,Anugul
10-Nov-2020,0.4,0.0,Anugul
11-Nov-2020,0.3,0.03,Anugul
12-Nov-2020,0.6,0.43,Anugul
13-Nov-2020,0.2,0.0,Anugul
14-Nov-2020,0.2,0.0,Anugul
15-Nov-2020,0.1,0.0,Anugul
16-Nov-2020,1.0,0.0,Anugul
17-Nov-2020,0.5,0.0,Anugul
18-Nov-2020,0.8,0.02,Anugul
19-Nov-2020,1.5,0.0,Anugul
20-Nov-2020,0.2,0.0,Anugul
21-Nov-2020,0.4,0.83,Anugul
22-Nov-2020,0.3,0.0,Anugul
23-Nov-2020,0.1,0.0,Anugul
24-Nov-2020,0.0,0.0,Anugul
25-Nov-2020,0.0,0.0,Anugul
26-Nov-2020,0.3,0.0,Anugul
27-Nov-2020,0.1,0.01,Anugul
28-Nov-2020,0.3,0.0,Anugul
29-Nov-2020,0.2,0.0,Anugul
30-Nov-2020,0.1,0.0,Anugul
01-Dec-2020,0.3,0.0,Anugul
02-Dec-2020,0.1,0.0,Anugul
03-Dec-2020,0.0,0.0,Anugul
04-Dec-2020,0.0,0.0,Anugul
05-Dec-2020,0.0,0.0,Anugul
06-Dec-2020,0.0,0.0,Anugul
07-Dec-2020,0.0,0.0,Anugul
08-Dec-2020,0.0,0.0,Anugul
09-Dec-2020,0.2,0.0,Anugul
10-Dec-2020,0.0,0.0,Anugul
11-Dec-2020,0.0,0.0,Anugul
12-Dec-2020,0.0,0.0,Anugul
13-Dec-2020,0.0,0.0,Anugul
14-Dec-2020,0.1,0.0,Anugul
15-Dec-2020,0.5,0.0,Anugul
16-Dec-2020,0.1,0.0,Anugul
17-Dec-2020,0.0,0.0,Anugul
