Dates,NORMAL,ACTUAL,district
10-Jul-2020,11.3,0.39,Mayurbhanj
11-Jul-2020,7.7,7.23,Mayurbhanj
12-Jul-2020,10.2,1.29,Mayurbhanj
13-Jul-2020,11.4,8.48,Mayurbhanj
29-Jul-2020,7.9,10.56,Mayurbhanj
30-Jul-2020,12.5,0.05,Mayurbhanj
31-Jul-2020,11.4,0.87,Mayurbhanj
01-Aug-2020,21.7,2.76,Mayurbhanj
02-Aug-2020,14.8,5.86,Mayurbhanj
03-Aug-2020,13.4,4.35,Mayurbhanj
04-Aug-2020,17.6,16.51,Mayurbhanj
05-Aug-2020,16.5,19.14,Mayurbhanj
06-Aug-2020,18.5,20.29,Mayurbhanj
07-Aug-2020,20.3,8.24,Mayurbhanj
08-Aug-2020,13.9,7.42,Mayurbhanj
09-Aug-2020,8.3,9.13,Mayurbhanj
10-Aug-2020,9.8,5.14,Mayurbhanj
11-Aug-2020,9.3,2.49,Mayurbhanj
12-Aug-2020,18.6,2.41,Mayurbhanj
13-Aug-2020,16.1,4.79,Mayurbhanj
14-Aug-2020,13.0,16.05,Mayurbhanj
15-Aug-2020,15.6,25.23,Mayurbhanj
16-Aug-2020,15.1,28.77,Mayurbhanj
17-Aug-2020,8.3,1.52,Mayurbhanj
18-Aug-2020,9.7,4.43,Mayurbhanj
19-Aug-2020,10.2,52.05,Mayurbhanj
20-Aug-2020,10.9,50.64,Mayurbhanj
21-Aug-2020,10.8,21.33,Mayurbhanj
22-Aug-2020,12.9,1.52,Mayurbhanj
23-Aug-2020,8.2,6.6,Mayurbhanj
24-Aug-2020,9.2,12.61,Mayurbhanj
25-Aug-2020,9.2,11.18,Mayurbhanj
26-Aug-2020,12.0,109.81,Mayurbhanj
27-Aug-2020,17.0,46.67,Mayurbhanj
28-Aug-2020,15.2,3.32,Mayurbhanj
29-Aug-2020,10.1,1.07,Mayurbhanj
30-Aug-2020,8.0,0.09,Mayurbhanj
31-Aug-2020,8.0,0.0,Mayurbhanj
01-Sep-2020,6.8,1.5,Mayurbhanj
02-Sep-2020,14.0,25.7,Mayurbhanj
03-Sep-2020,13.9,4.55,Mayurbhanj
04-Sep-2020,15.1,0.94,Mayurbhanj
05-Sep-2020,12.3,0.2,Mayurbhanj
06-Sep-2020,9.5,1.93,Mayurbhanj
07-Sep-2020,9.8,2.98,Mayurbhanj
08-Sep-2020,8.0,0.92,Mayurbhanj
09-Sep-2020,9.6,18.27,Mayurbhanj
10-Sep-2020,17.0,4.56,Mayurbhanj
11-Sep-2020,13.2,3.81,Mayurbhanj
12-Sep-2020,8.8,3.54,Mayurbhanj
13-Sep-2020,8.5,2.07,Mayurbhanj
14-Sep-2020,10.0,1.67,Mayurbhanj
15-Sep-2020,7.8,5.14,Mayurbhanj
16-Sep-2020,9.6,3.85,Mayurbhanj
17-Sep-2020,6.6,0.09,Mayurbhanj
18-Sep-2020,5.5,3.07,Mayurbhanj
19-Sep-2020,6.0,0.79,Mayurbhanj
20-Sep-2020,5.7,0.05,Mayurbhanj
21-Sep-2020,10.8,27.14,Mayurbhanj
22-Sep-2020,10.7,26.53,Mayurbhanj
23-Sep-2020,10.4,3.0,Mayurbhanj
24-Sep-2020,10.5,0.22,Mayurbhanj
25-Sep-2020,9.0,3.07,Mayurbhanj
26-Sep-2020,6.3,1.53,Mayurbhanj
27-Sep-2020,7.8,12.39,Mayurbhanj
28-Sep-2020,4.8,2.37,Mayurbhanj
29-Sep-2020,7.4,0.0,Mayurbhanj
30-Sep-2020,11.8,3.81,Mayurbhanj
01-Oct-2020,10.3,25.37,Mayurbhanj
02-Oct-2020,7.0,18.35,Mayurbhanj
03-Oct-2020,7.3,19.91,Mayurbhanj
04-Oct-2020,12.5,12.34,Mayurbhanj
05-Oct-2020,7.0,8.45,Mayurbhanj
06-Oct-2020,8.3,8.22,Mayurbhanj
07-Oct-2020,2.1,5.16,Mayurbhanj
08-Oct-2020,4.5,0.07,Mayurbhanj
09-Oct-2020,7.1,2.06,Mayurbhanj
10-Oct-2020,5.7,1.41,Mayurbhanj
11-Oct-2020,2.5,3.62,Mayurbhanj
12-Oct-2020,9.6,0.23,Mayurbhanj
13-Oct-2020,4.1,0.04,Mayurbhanj
14-Oct-2020,5.2,1.24,Mayurbhanj
15-Oct-2020,3.0,7.71,Mayurbhanj
16-Oct-2020,6.2,6.26,Mayurbhanj
17-Oct-2020,5.0,0.81,Mayurbhanj
18-Oct-2020,3.1,0.42,Mayurbhanj
19-Oct-2020,3.6,0.52,Mayurbhanj
20-Oct-2020,5.4,0.79,Mayurbhanj
21-Oct-2020,2.3,0.0,Mayurbhanj
22-Oct-2020,4.7,1.97,Mayurbhanj
23-Oct-2020,3.3,6.47,Mayurbhanj
24-Oct-2020,2.2,0.0,Mayurbhanj
25-Oct-2020,1.4,4.28,Mayurbhanj
26-Oct-2020,0.8,0.01,Mayurbhanj
27-Oct-2020,0.7,0.0,Mayurbhanj
28-Oct-2020,3.8,0.0,Mayurbhanj
29-Oct-2020,1.6,0.0,Mayurbhanj
30-Oct-2020,3.6,0.0,Mayurbhanj
31-Oct-2020,4.3,0.0,Mayurbhanj
01-Nov-2020,1.5,0.0,Mayurbhanj
02-Nov-2020,1.5,0.0,Mayurbhanj
03-Nov-2020,0.2,0.0,Mayurbhanj
04-Nov-2020,1.0,0.0,Mayurbhanj
05-Nov-2020,0.5,0.0,Mayurbhanj
06-Nov-2020,0.3,0.0,Mayurbhanj
07-Nov-2020,0.3,0.0,Mayurbhanj
08-Nov-2020,0.1,0.0,Mayurbhanj
09-Nov-2020,1.5,0.0,Mayurbhanj
10-Nov-2020,0.3,0.0,Mayurbhanj
11-Nov-2020,0.2,0.0,Mayurbhanj
12-Nov-2020,1.8,0.0,Mayurbhanj
13-Nov-2020,0.2,0.0,Mayurbhanj
14-Nov-2020,0.4,0.0,Mayurbhanj
15-Nov-2020,1.1,0.0,Mayurbhanj
16-Nov-2020,1.3,0.0,Mayurbhanj
17-Nov-2020,0.1,0.0,Mayurbhanj
18-Nov-2020,0.0,0.0,Mayurbhanj
19-Nov-2020,0.0,0.85,Mayurbhanj
20-Nov-2020,0.3,2.2,Mayurbhanj
21-Nov-2020,0.4,14.7,Mayurbhanj
22-Nov-2020,1.3,0.24,Mayurbhanj
23-Nov-2020,0.1,0.0,Mayurbhanj
24-Nov-2020,0.2,0.0,Mayurbhanj
25-Nov-2020,0.1,0.0,Mayurbhanj
26-Nov-2020,0.8,0.0,Mayurbhanj
27-Nov-2020,0.2,0.0,Mayurbhanj
28-Nov-2020,0.7,0.0,Mayurbhanj
29-Nov-2020,0.1,0.0,Mayurbhanj
30-Nov-2020,0.4,0.0,Mayurbhanj
01-Dec-2020,0.2,0.0,Mayurbhanj
02-Dec-2020,0.0,0.0,Mayurbhanj
03-Dec-2020,0.0,0.0,Mayurbhanj
04-Dec-2020,0.0,0.0,Mayurbhanj
05-Dec-2020,0.0,0.0,Mayurbhanj
06-Dec-2020,0.0,0.0,Mayurbhanj
07-Dec-2020,0.0,0.0,Mayurbhanj
08-Dec-2020,0.0,0.0,Mayurbhanj
09-Dec-2020,0.1,0.0,Mayurbhanj
10-Dec-2020,0.7,0.0,Mayurbhanj
11-Dec-2020,0.4,0.0,Mayurbhanj
12-Dec-2020,0.0,0.0,Mayurbhanj
13-Dec-2020,0.0,0.0,Mayurbhanj
14-Dec-2020,0.9,0.0,Mayurbhanj
15-Dec-2020,0.2,0.0,Mayurbhanj
16-Dec-2020,0.4,0.0,Mayurbhanj
17-Dec-2020,0.4,0.0,Mayurbhanj
18-Dec-2020,0.1,0.0,Mayurbhanj
19-Dec-2020,0.0,0.0,Mayurbhanj
20-Dec-2020,0.1,0.0,Mayurbhanj
21-Dec-2020,0.0,0.0,Mayurbhanj
22-Dec-2020,0.4,0.0,Mayurbhanj
23-Dec-2020,0.6,0.0,Mayurbhanj
24-Dec-2020,0.0,0.0,Mayurbhanj
25-Dec-2020,0.4,0.0,Mayurbhanj
26-Dec-2020,0.1,0.0,Mayurbhanj
27-Dec-2020,0.1,0.0,Mayurbhanj
28-Dec-2020,0.0,0.0,Mayurbhanj
29-Dec-2020,0.3,0.0,Mayurbhanj
30-Dec-2020,0.0,0.0,Mayurbhanj
31-Dec-2020,0.1,0.0,Mayurbhanj
01-Jan-2021,0.1,0.0,Mayurbhanj
02-Jan-2021,0.3,0.0,Mayurbhanj
03-Jan-2021,0.3,0.0,Mayurbhanj
04-Jan-2021,0.6,0.0,Mayurbhanj
05-Jan-2021,0.2,0.0,Mayurbhanj
06-Jan-2021,1.9,0.0,Mayurbhanj
07-Jan-2021,0.2,0.0,Mayurbhanj
08-Jan-2021,0.9,0.0,Mayurbhanj
09-Jan-2021,0.2,0.0,Mayurbhanj
10-Jan-2021,0.1,0.0,Mayurbhanj
11-Jan-2021,0.2,0.0,Mayurbhanj
12-Jan-2021,0.3,0.0,Mayurbhanj
13-Jan-2021,0.1,0.0,Mayurbhanj
14-Jan-2021,0.3,0.0,Mayurbhanj
15-Jan-2021,0.2,0.0,Mayurbhanj
16-Jan-2021,0.5,0.0,Mayurbhanj
17-Jan-2021,0.2,0.0,Mayurbhanj
18-Jan-2021,0.0,0.0,Mayurbhanj
19-Jan-2021,0.0,0.0,Mayurbhanj
20-Jan-2021,0.2,0.0,Mayurbhanj
21-Jan-2021,0.7,0.0,Mayurbhanj
22-Jan-2021,1.0,0.0,Mayurbhanj
23-Jan-2021,0.9,0.0,Mayurbhanj
24-Jan-2021,0.3,0.0,Mayurbhanj
25-Jan-2021,1.7,0.0,Mayurbhanj
26-Jan-2021,0.1,0.0,Mayurbhanj
27-Jan-2021,0.1,0.0,Mayurbhanj
28-Jan-2021,0.2,0.0,Mayurbhanj
29-Jan-2021,0.1,0.0,Mayurbhanj
30-Jan-2021,2.7,0.03,Mayurbhanj
31-Jan-2021,4.0,0.0,Mayurbhanj
01-Feb-2021,0.6,0.0,Mayurbhanj
02-Feb-2021,1.0,0.0,Mayurbhanj
03-Feb-2021,1.1,0.0,Mayurbhanj
04-Feb-2021,1.6,0.0,Mayurbhanj
05-Feb-2021,1.1,0.0,Mayurbhanj
06-Feb-2021,1.4,0.0,Mayurbhanj
07-Feb-2021,0.6,0.06,Mayurbhanj
08-Feb-2021,1.2,0.0,Mayurbhanj
09-Feb-2021,1.0,0.0,Mayurbhanj
10-Feb-2021,2.4,0.0,Mayurbhanj
11-Feb-2021,0.8,0.0,Mayurbhanj
12-Feb-2021,0.2,0.0,Mayurbhanj
13-Feb-2021,0.8,0.0,Mayurbhanj
14-Feb-2021,0.4,0.0,Mayurbhanj
15-Feb-2021,1.6,0.0,Mayurbhanj
16-Feb-2021,1.7,0.0,Mayurbhanj
17-Feb-2021,0.8,0.2,Mayurbhanj
18-Feb-2021,0.3,0.02,Mayurbhanj
19-Feb-2021,1.8,0.0,Mayurbhanj
20-Feb-2021,1.0,0.0,Mayurbhanj
21-Feb-2021,0.4,0.0,Mayurbhanj
22-Feb-2021,1.0,0.0,Mayurbhanj
23-Feb-2021,2.5,0.0,Mayurbhanj
24-Feb-2021,1.2,0.0,Mayurbhanj
25-Feb-2021,0.5,0.0,Mayurbhanj
26-Feb-2021,0.7,0.0,Mayurbhanj
27-Feb-2021,1.5,0.0,Mayurbhanj
28-Feb-2021,0.5,0.0,Mayurbhanj
01-Mar-2021,1.7,0.0,Mayurbhanj
02-Mar-2021,1.6,0.0,Mayurbhanj
03-Mar-2021,0.6,0.0,Mayurbhanj
04-Mar-2021,1.7,0.0,Mayurbhanj
05-Mar-2021,0.7,0.0,Mayurbhanj
06-Mar-2021,0.6,0.0,Mayurbhanj
07-Mar-2021,0.6,0.0,Mayurbhanj
08-Mar-2021,0.8,0.0,Mayurbhanj
09-Mar-2021,0.5,0.0,Mayurbhanj
10-Mar-2021,1.0,0.0,Mayurbhanj
11-Mar-2021,1.1,0.99,Mayurbhanj
12-Mar-2021,2.8,0.85,Mayurbhanj
13-Mar-2021,2.6,1.29,Mayurbhanj
14-Mar-2021,1.9,0.15,Mayurbhanj
15-Mar-2021,3.0,0.0,Mayurbhanj
16-Mar-2021,0.1,0.0,Mayurbhanj
17-Mar-2021,1.1,0.0,Mayurbhanj
18-Mar-2021,0.0,0.0,Mayurbhanj
19-Mar-2021,1.7,0.0,Mayurbhanj
20-Mar-2021,2.1,0.0,Mayurbhanj
21-Mar-2021,1.4,0.0,Mayurbhanj
22-Mar-2021,1.4,0.0,Mayurbhanj
23-Mar-2021,1.2,0.0,Mayurbhanj
24-Mar-2021,1.5,0.0,Mayurbhanj
25-Mar-2021,2.4,0.01,Mayurbhanj
26-Mar-2021,1.2,0.0,Mayurbhanj
27-Mar-2021,1.5,0.0,Mayurbhanj
28-Mar-2021,1.1,0.0,Mayurbhanj
29-Mar-2021,1.0,0.0,Mayurbhanj
30-Mar-2021,1.9,0.0,Mayurbhanj
31-Mar-2021,1.4,0.0,Mayurbhanj
01-Apr-2021,1.0,0.0,Mayurbhanj
02-Apr-2021,1.0,0.0,Mayurbhanj
03-Apr-2021,2.4,0.0,Mayurbhanj
04-Apr-2021,1.8,0.0,Mayurbhanj
05-Apr-2021,0.9,0.24,Mayurbhanj
06-Apr-2021,1.8,0.0,Mayurbhanj
07-Apr-2021,1.3,0.0,Mayurbhanj
08-Apr-2021,1.3,0.0,Mayurbhanj
09-Apr-2021,1.4,4.08,Mayurbhanj
10-Apr-2021,1.1,0.09,Mayurbhanj
11-Apr-2021,1.9,0.0,Mayurbhanj
12-Apr-2021,1.2,2.06,Mayurbhanj
13-Apr-2021,1.7,0.13,Mayurbhanj
14-Apr-2021,0.9,2.96,Mayurbhanj
15-Apr-2021,3.3,0.0,Mayurbhanj
16-Apr-2021,2.5,0.0,Mayurbhanj
17-Apr-2021,2.3,0.0,Mayurbhanj
18-Apr-2021,1.7,9.18,Mayurbhanj
19-Apr-2021,2.3,8.46,Mayurbhanj
20-Apr-2021,1.7,0.0,Mayurbhanj
21-Apr-2021,1.9,0.0,Mayurbhanj
22-Apr-2021,3.6,2.04,Mayurbhanj
23-Apr-2021,1.0,4.85,Mayurbhanj
24-Apr-2021,3.9,0.0,Mayurbhanj
25-Apr-2021,1.9,0.0,Mayurbhanj
26-Apr-2021,3.4,0.0,Mayurbhanj
28-Apr-2021,1.9,0.0,Mayurbhanj
29-Apr-2021,1.8,0.0,Mayurbhanj
30-Apr-2021,1.6,0.22,Mayurbhanj
01-May-2021,1.9,9.02,Mayurbhanj
02-May-2021,3.7,0.0,Mayurbhanj
03-May-2021,1.6,6.84,Mayurbhanj
04-May-2021,3.8,9.9,Mayurbhanj
05-May-2021,5.9,2.08,Mayurbhanj
06-May-2021,3.8,4.4,Mayurbhanj
07-May-2021,2.2,4.71,Mayurbhanj
08-May-2021,1.9,6.3,Mayurbhanj
09-May-2021,2.6,0.62,Mayurbhanj
11-May-2021,2.0,4.32,Mayurbhanj
12-May-2021,3.6,8.42,Mayurbhanj
13-May-2021,2.2,28.14,Mayurbhanj
14-May-2021,4.9,2.89,Mayurbhanj
15-May-2021,5.3,0.0,Mayurbhanj
16-May-2021,3.9,1.22,Mayurbhanj
17-May-2021,3.0,0.48,Mayurbhanj
18-May-2021,3.1,0.32,Mayurbhanj
19-May-2021,3.6,0.62,Mayurbhanj
20-May-2021,5.6,3.47,Mayurbhanj
21-May-2021,2.6,1.65,Mayurbhanj
22-May-2021,3.5,2.38,Mayurbhanj
23-May-2021,5.1,4.33,Mayurbhanj
25-May-2021,2.6,27.73,Mayurbhanj
26-May-2021,4.4,74.15,Mayurbhanj
27-May-2021,5.7,57.14,Mayurbhanj
28-May-2021,6.4,1.11,Mayurbhanj
29-May-2021,4.0,0.01,Mayurbhanj
30-May-2021,7.8,8.54,Mayurbhanj
31-May-2021,1.9,10.98,Mayurbhanj
01-Jun-2021,7.5,2.27,Mayurbhanj
02-Jun-2021,4.8,6.51,Mayurbhanj
03-Jun-2021,2.9,0.32,Mayurbhanj
04-Jun-2021,3.8,0.0,Mayurbhanj
05-Jun-2021,5.1,1.06,Mayurbhanj
06-Jun-2021,7.3,6.04,Mayurbhanj
07-Jun-2021,3.6,9.37,Mayurbhanj
08-Jun-2021,11.3,16.14,Mayurbhanj
09-Jun-2021,10.6,4.35,Mayurbhanj
10-Jun-2021,11.9,0.36,Mayurbhanj
11-Jun-2021,5.6,12.3,Mayurbhanj
13-Jun-2021,9.5,15.09,Mayurbhanj
14-Jun-2021,7.6,15.08,Mayurbhanj
15-Jun-2021,5.6,8.73,Mayurbhanj
16-Jun-2021,4.6,17.2,Mayurbhanj
17-Jun-2021,9.0,4.8,Mayurbhanj
18-Jun-2021,12.7,19.17,Mayurbhanj
19-Jun-2021,8.1,3.04,Mayurbhanj
20-Jun-2021,10.4,3.52,Mayurbhanj
22-Jun-2021,15.3,8.08,Mayurbhanj
26-Jun-2021,14.1,0.72,Mayurbhanj
27-Jun-2021,9.8,0.72,Mayurbhanj
28-Jun-2021,8.6,14.98,Mayurbhanj
30-Jun-2021,8.7,2.31,Mayurbhanj
01-Jul-2021,7.7,1.07,Mayurbhanj
02-Jul-2021,8.6,16.31,Mayurbhanj
03-Jul-2021,13.7,13.59,Mayurbhanj
04-Jul-2021,8.3,5.56,Mayurbhanj
05-Jul-2021,10.0,4.01,Mayurbhanj
06-Jul-2021,13.6,3.39,Mayurbhanj
07-Jul-2021,6.0,3.06,Mayurbhanj
08-Jul-2021,6.3,24.62,Mayurbhanj
09-Jul-2021,8.9,5.34,Mayurbhanj
10-Jul-2021,11.3,1.18,Mayurbhanj
11-Jul-2021,7.7,1.53,Mayurbhanj
12-Jul-2021,10.2,12.14,Mayurbhanj
13-Jul-2021,11.4,4.79,Mayurbhanj
16-Jul-2021,8.1,1.12,Mayurbhanj
17-Jul-2021,13.1,0.48,Mayurbhanj
18-Jul-2021,12.7,0.68,Mayurbhanj
19-Jul-2021,11.7,5.39,Mayurbhanj
20-Jul-2021,15.5,21.03,Mayurbhanj
21-Jul-2021,11.2,8.81,Mayurbhanj
22-Jul-2021,7.9,8.4,Mayurbhanj
23-Jul-2021,8.8,37.65,Mayurbhanj
24-Jul-2021,7.1,20.91,Mayurbhanj
25-Jul-2021,7.8,0.01,Mayurbhanj
26-Jul-2021,8.1,2.17,Mayurbhanj
27-Jul-2021,11.4,0.28,Mayurbhanj
28-Jul-2021,13.7,3.89,Mayurbhanj
29-Jul-2021,7.9,19.28,Mayurbhanj
30-Jul-2021,12.5,60.46,Mayurbhanj
31-Jul-2021,11.4,3.68,Mayurbhanj
01-Aug-2021,21.7,0.02,Mayurbhanj
02-Aug-2021,14.8,1.39,Mayurbhanj
03-Aug-2021,13.4,2.68,Mayurbhanj
04-Aug-2021,17.6,2.65,Mayurbhanj
05-Aug-2021,16.5,5.14,Mayurbhanj
06-Aug-2021,18.5,3.8,Mayurbhanj
07-Aug-2021,20.3,8.9,Mayurbhanj
08-Aug-2021,13.9,10.38,Mayurbhanj
09-Aug-2021,8.3,13.41,Mayurbhanj
10-Aug-2021,9.8,3.42,Mayurbhanj
11-Aug-2021,9.3,1.42,Mayurbhanj
12-Aug-2021,18.6,7.51,Mayurbhanj
13-Aug-2021,16.1,15.2,Mayurbhanj
14-Aug-2021,13.0,0.06,Mayurbhanj
15-Aug-2021,15.6,14.81,Mayurbhanj
16-Aug-2021,15.1,2.08,Mayurbhanj
17-Aug-2021,8.3,10.65,Mayurbhanj
18-Aug-2021,9.7,11.26,Mayurbhanj
19-Aug-2021,10.2,0.66,Mayurbhanj
20-Aug-2021,10.9,7.1,Mayurbhanj
21-Aug-2021,10.8,4.69,Mayurbhanj
22-Aug-2021,12.9,5.19,Mayurbhanj
23-Aug-2021,8.2,0.33,Mayurbhanj
24-Aug-2021,9.2,5.27,Mayurbhanj
25-Aug-2021,9.2,8.42,Mayurbhanj
26-Aug-2021,12.0,8.28,Mayurbhanj
27-Aug-2021,17.0,22.76,Mayurbhanj
28-Aug-2021,15.2,10.51,Mayurbhanj
29-Aug-2021,10.1,17.14,Mayurbhanj
30-Aug-2021,8.0,13.18,Mayurbhanj
31-Aug-2021,8.0,18.45,Mayurbhanj
01-Sep-2021,6.8,6.24,Mayurbhanj
02-Sep-2021,14.0,1.94,Mayurbhanj
03-Sep-2021,13.9,0.05,Mayurbhanj
04-Sep-2021,15.1,1.15,Mayurbhanj
05-Sep-2021,12.3,2.79,Mayurbhanj
06-Sep-2021,9.5,7.68,Mayurbhanj
07-Sep-2021,9.8,30.7,Mayurbhanj
08-Sep-2021,8.0,33.34,Mayurbhanj
09-Sep-2021,9.6,5.99,Mayurbhanj
10-Sep-2021,17.0,1.48,Mayurbhanj
11-Sep-2021,13.2,23.63,Mayurbhanj
12-Sep-2021,8.8,16.89,Mayurbhanj
13-Sep-2021,8.5,35.55,Mayurbhanj
14-Sep-2021,10.0,66.18,Mayurbhanj
15-Sep-2021,7.8,47.85,Mayurbhanj
16-Sep-2021,9.6,31.09,Mayurbhanj
17-Sep-2021,6.6,9.34,Mayurbhanj
18-Sep-2021,5.5,7.4,Mayurbhanj
19-Sep-2021,6.0,16.29,Mayurbhanj
20-Sep-2021,5.7,9.16,Mayurbhanj
21-Sep-2021,10.8,21.09,Mayurbhanj
22-Sep-2021,10.7,29.04,Mayurbhanj
23-Sep-2021,10.4,13.13,Mayurbhanj
24-Sep-2021,10.5,4.05,Mayurbhanj
25-Sep-2021,9.0,0.37,Mayurbhanj
26-Sep-2021,6.3,1.71,Mayurbhanj
27-Sep-2021,7.8,15.9,Mayurbhanj
28-Sep-2021,4.8,11.23,Mayurbhanj
29-Sep-2021,7.4,20.49,Mayurbhanj
30-Sep-2021,11.8,22.56,Mayurbhanj
01-Oct-2021,10.3,9.04,Mayurbhanj
02-Oct-2021,7.0,0.35,Mayurbhanj
03-Oct-2021,7.3,5.29,Mayurbhanj
04-Oct-2021,12.5,10.79,Mayurbhanj
05-Oct-2021,7.0,0.44,Mayurbhanj
06-Oct-2021,8.3,4.87,Mayurbhanj
07-Oct-2021,2.1,1.06,Mayurbhanj
08-Oct-2021,4.5,1.69,Mayurbhanj
09-Oct-2021,7.1,1.12,Mayurbhanj
10-Oct-2021,5.7,0.14,Mayurbhanj
11-Oct-2021,2.5,0.02,Mayurbhanj
12-Oct-2021,9.6,0.0,Mayurbhanj
13-Oct-2021,4.1,0.0,Mayurbhanj
14-Oct-2021,5.2,5.76,Mayurbhanj
15-Oct-2021,3.0,1.57,Mayurbhanj
16-Oct-2021,6.2,0.49,Mayurbhanj
17-Oct-2021,5.0,26.24,Mayurbhanj
18-Oct-2021,3.1,69.17,Mayurbhanj
19-Oct-2021,3.6,27.45,Mayurbhanj
20-Oct-2021,5.4,7.95,Mayurbhanj
21-Oct-2021,2.3,0.07,Mayurbhanj
22-Oct-2021,4.7,0.0,Mayurbhanj
23-Oct-2021,3.3,0.0,Mayurbhanj
24-Oct-2021,2.2,0.0,Mayurbhanj
25-Oct-2021,1.4,0.0,Mayurbhanj
26-Oct-2021,0.8,0.04,Mayurbhanj
27-Oct-2021,0.7,0.02,Mayurbhanj
28-Oct-2021,3.8,0.61,Mayurbhanj
29-Oct-2021,1.6,0.0,Mayurbhanj
30-Oct-2021,3.6,0.0,Mayurbhanj
31-Oct-2021,4.3,0.0,Mayurbhanj
01-Nov-2021,1.5,0.0,Mayurbhanj
02-Nov-2021,1.5,0.0,Mayurbhanj
03-Nov-2021,0.2,0.0,Mayurbhanj
04-Nov-2021,1.0,0.0,Mayurbhanj
05-Nov-2021,0.5,0.0,Mayurbhanj
06-Nov-2021,0.3,0.0,Mayurbhanj
07-Nov-2021,0.3,0.0,Mayurbhanj
08-Nov-2021,0.1,0.0,Mayurbhanj
09-Nov-2021,1.5,0.0,Mayurbhanj
10-Nov-2021,0.3,0.0,Mayurbhanj
11-Nov-2021,0.2,0.0,Mayurbhanj
12-Nov-2021,1.8,0.0,Mayurbhanj
13-Nov-2021,0.2,4.89,Mayurbhanj
14-Nov-2021,0.4,0.62,Mayurbhanj
15-Nov-2021,1.1,4.8,Mayurbhanj
16-Nov-2021,1.3,3.53,Mayurbhanj
17-Nov-2021,0.1,0.0,Mayurbhanj
18-Nov-2021,0.0,0.0,Mayurbhanj
19-Nov-2021,0.0,0.0,Mayurbhanj
20-Nov-2021,0.3,0.0,Mayurbhanj
21-Nov-2021,0.4,0.12,Mayurbhanj
22-Nov-2021,1.3,0.0,Mayurbhanj
23-Nov-2021,0.1,0.0,Mayurbhanj
24-Nov-2021,0.2,0.0,Mayurbhanj
25-Nov-2021,0.1,0.0,Mayurbhanj
26-Nov-2021,0.8,0.0,Mayurbhanj
27-Nov-2021,0.2,0.0,Mayurbhanj
28-Nov-2021,0.7,0.0,Mayurbhanj
29-Nov-2021,0.1,0.0,Mayurbhanj
30-Nov-2021,0.4,0.0,Mayurbhanj
01-Dec-2021,0.2,0.0,Mayurbhanj
02-Dec-2021,0.0,0.0,Mayurbhanj
03-Dec-2021,0.0,0.0,Mayurbhanj
04-Dec-2021,0.0,1.03,Mayurbhanj
05-Dec-2021,0.0,11.59,Mayurbhanj
06-Dec-2021,0.0,35.53,Mayurbhanj
07-Dec-2021,0.0,0.16,Mayurbhanj
08-Dec-2021,0.0,0.0,Mayurbhanj
09-Dec-2021,0.1,0.0,Mayurbhanj
10-Dec-2021,0.7,5.5,Mayurbhanj
11-Dec-2021,0.4,0.0,Mayurbhanj
12-Dec-2021,0.0,0.0,Mayurbhanj
13-Dec-2021,0.0,0.0,Mayurbhanj
14-Dec-2021,0.9,0.0,Mayurbhanj
15-Dec-2021,0.2,0.0,Mayurbhanj
16-Dec-2021,0.4,0.0,Mayurbhanj
17-Dec-2021,0.4,0.0,Mayurbhanj
18-Dec-2021,0.1,0.0,Mayurbhanj
19-Dec-2021,0.0,0.0,Mayurbhanj
20-Dec-2021,0.1,0.0,Mayurbhanj
21-Dec-2021,0.0,0.0,Mayurbhanj
22-Dec-2021,0.4,0.0,Mayurbhanj
23-Dec-2021,0.6,0.0,Mayurbhanj
24-Dec-2021,0.0,0.0,Mayurbhanj
25-Dec-2021,0.4,0.0,Mayurbhanj
26-Dec-2021,0.1,0.0,Mayurbhanj
27-Dec-2021,0.1,0.0,Mayurbhanj
28-Dec-2021,0.0,0.0,Mayurbhanj
29-Dec-2021,0.3,4.23,Mayurbhanj
30-Dec-2021,0.0,5.11,Mayurbhanj
31-Dec-2021,0.1,0.14,Mayurbhanj
01-Jan-2022,0.1,0.0,Mayurbhanj
02-Jan-2022,0.3,0.0,Mayurbhanj
03-Jan-2022,0.3,0.0,Mayurbhanj
04-Jan-2022,0.6,0.0,Mayurbhanj
05-Jan-2022,0.2,0.0,Mayurbhanj
06-Jan-2022,1.9,0.0,Mayurbhanj
07-Jan-2022,0.2,0.0,Mayurbhanj
08-Jan-2022,0.9,0.0,Mayurbhanj
09-Jan-2022,0.2,0.0,Mayurbhanj
10-Jan-2022,0.1,0.0,Mayurbhanj
11-Jan-2022,0.2,0.0,Mayurbhanj
12-Jan-2022,0.3,6.18,Mayurbhanj
13-Jan-2022,0.1,4.0,Mayurbhanj
14-Jan-2022,0.3,1.5,Mayurbhanj
15-Jan-2022,0.2,3.92,Mayurbhanj
16-Jan-2022,0.5,0.0,Mayurbhanj
17-Jan-2022,0.2,0.0,Mayurbhanj
18-Jan-2022,0.0,0.0,Mayurbhanj
19-Jan-2022,0.0,0.0,Mayurbhanj
20-Jan-2022,0.2,0.0,Mayurbhanj
21-Jan-2022,0.7,0.0,Mayurbhanj
22-Jan-2022,1.0,0.08,Mayurbhanj
23-Jan-2022,0.9,0.26,Mayurbhanj
24-Jan-2022,0.3,8.18,Mayurbhanj
25-Jan-2022,1.7,0.0,Mayurbhanj
